Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,CustomerName,City,State,Country,Continent,Product Name,Brand,Category,Subcategory,Unit Cost USD,Unit Price USD,Revenue_USD,Cost_USD,Profit_USD
404005,1,08-02-2016 00:00,16-02-2016 00:00,295597,0,491,1,CAD,Male,Ralph Martin,Winnipeg,Manitoba,Canada,North America,Adventure Works LCD22 M200 Black,Adventure Works,Computers,Monitors,205.09,619,619,205.09,413.91
404005,2,08-02-2016 00:00,16-02-2016 00:00,295597,0,1456,5,CAD,Male,Ralph Martin,Winnipeg,Manitoba,Canada,North America,The Phone Company Sharp Touch Screen Phones M910 Gold,The Phone Company,Cell phones,Touch Screen Phones,138.42,301,1505,692.1,812.9
405000,1,09-02-2016 00:00,25-02-2021 00:00,1548406,47,1683,2,USD,Male,John Smithers,Metairie,Louisiana,United States,North America,MGS Hand Games for 12-16 boys E600 Silver,Tailspin Toys,Games and Toys,Boxed Games,2.54,4.99,9.98,5.08,4.9
405001,1,09-02-2016 00:00,25-02-2021 00:00,1437592,50,375,8,USD,Male,Timothy Flores,Sioux City,Iowa,United States,North America,Adventure Works Laptop15 M1501 Silver,Adventure Works,Computers,Laptops,321.44,699,5592,2571.52,3020.48
405001,2,09-02-2016 00:00,25-02-2021 00:00,1437592,50,768,2,USD,Male,Timothy Flores,Sioux City,Iowa,United States,North America,Contoso ADSL Modem Splitter/Filter X 1 E100 Black,Contoso,Computers,Computers Accessories,9.13,17.9,35.8,18.26,17.54
405001,3,09-02-2016 00:00,25-02-2021 00:00,1437592,50,1640,1,USD,Male,Timothy Flores,Sioux City,Iowa,United States,North America,Contoso DVD 60 DVD Storage Binder L20 Red,Contoso,"Music, Movies and Audio Books",Movie DVD,7.58,22.89,22.89,7.58,15.31
405002,1,09-02-2016 00:00,27-02-2021 00:00,474309,27,429,4,EUR,Female,Stefanie Becker,Kirchensittenbach,Freistaat Bayern,Germany,Europe,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Computers,Desktops,275.87,599.9,2399.6,1103.48,1296.12
405002,2,09-02-2016 00:00,27-02-2021 00:00,474309,27,2105,4,EUR,Female,Stefanie Becker,Kirchensittenbach,Freistaat Bayern,Germany,Europe,Contoso Water Heater 7.2GPM X1800 Grey,Contoso,Home Appliances,Water Heaters,488.7,1475,5900,1954.8,3945.2
405002,3,09-02-2016 00:00,27-02-2021 00:00,474309,27,1620,2,EUR,Female,Stefanie Becker,Kirchensittenbach,Freistaat Bayern,Germany,Europe,Contoso DVD Player M140 Gold,Contoso,"Music, Movies and Audio Books",Movie DVD,28.05,60.99,121.98,56.1,65.88
405002,4,09-02-2016 00:00,27-02-2021 00:00,474309,27,126,2,EUR,Female,Stefanie Becker,Kirchensittenbach,Freistaat Bayern,Germany,Europe,"Adventure Works 19 Color Digital TV E35 Black""",Adventure Works,TV and Video,Televisions,73.11,143.4,286.8,146.22,140.58
405002,5,09-02-2016 00:00,27-02-2021 00:00,474309,27,337,7,EUR,Female,Stefanie Becker,Kirchensittenbach,Freistaat Bayern,Germany,Europe,SV Car Video LCD7 M7001 Brown,Southridge Video,TV and Video,Car Video,151.3,329,2303,1059.1,1243.9
405002,6,09-02-2016 00:00,27-02-2021 00:00,474309,27,2367,2,EUR,Female,Stefanie Becker,Kirchensittenbach,Freistaat Bayern,Germany,Europe,Contoso Air conditioner 6000BTU E0180 Silver,Contoso,Home Appliances,Air Conditioners,101.96,199.99,399.98,203.92,196.06
405002,7,09-02-2016 00:00,27-02-2021 00:00,474309,27,1639,1,EUR,Female,Stefanie Becker,Kirchensittenbach,Freistaat Bayern,Germany,Europe,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,9.99,5.09,4.9
405003,1,09-02-2016 00:00,27-02-2021 00:00,582819,24,1648,3,EUR,Male,Marko Burger,Dorstadt,Niedersachsen,Germany,Europe,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,329.97,168.24,161.73
405003,2,09-02-2016 00:00,27-02-2021 00:00,582819,24,1302,1,EUR,Male,Marko Burger,Dorstadt,Niedersachsen,Germany,Europe,Contoso Telephoto Conversion Lens M350 Silver,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,43.69,95,95,43.69,51.31
405005,1,09-02-2016 00:00,15-02-2016 00:00,39894,0,1608,8,AUD,Female,Samantha Begg,JUNEE,New South Wales,Australia,Australia,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,879.92,448.64,431.28
405006,1,09-02-2016 00:00,27-02-2021 00:00,622011,17,1618,1,EUR,Female,Blanchefle Douffet,FORT-DE-FRANCE,Martinique,France,Europe,Contoso DVD Player M120 White,Contoso,"Music, Movies and Audio Books",Movie DVD,27.13,58.99,58.99,27.13,31.86
405006,2,09-02-2016 00:00,27-02-2021 00:00,622011,17,1603,1,EUR,Female,Blanchefle Douffet,FORT-DE-FRANCE,Martinique,France,Europe,SV DVD 7-Inch Player Portable E200 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,109.99,56.08,53.91
405006,3,09-02-2016 00:00,27-02-2021 00:00,622011,17,1599,8,EUR,Female,Blanchefle Douffet,FORT-DE-FRANCE,Martinique,France,Europe,SV DVD External DVD Burner M200 Blue,Southridge Video,"Music, Movies and Audio Books",Movie DVD,26.62,57.88,463.04,212.96,250.08
405007,1,09-02-2016 00:00,25-02-2021 00:00,1906549,57,1413,2,USD,Female,Milada Vargová,East Lansing,Michigan,United States,North America,The Phone Company Touch Screen Phones SAW/Built-in M801 Black,The Phone Company,Cell phones,Touch Screen Phones,137.5,299,598,275,323
406000,1,10-02-2016 00:00,25-02-2021 00:00,1533894,50,1134,2,USD,Female,Victoria Haynes,Syracuse,New York,United States,North America,Fabrikam SLR Camera M149 Blue,Fabrikam,Cameras and camcorders,Digital SLR Cameras,146.7,319,638,293.4,344.6
406001,1,10-02-2016 00:00,15-02-2016 00:00,1610147,0,1684,5,USD,Female,Elizabeth Gilliam,Springfield,Massachusetts,United States,North America,MGS Hand Games for Office worker L299 Silver,Tailspin Toys,Games and Toys,Boxed Games,5.6,16.89,84.45,28,56.45
406001,2,10-02-2016 00:00,15-02-2016 00:00,1610147,0,100,2,USD,Female,Elizabeth Gilliam,Springfield,Massachusetts,United States,North America,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,Audio,Bluetooth Headphones,55.18,120,240,110.36,129.64
406001,3,10-02-2016 00:00,15-02-2016 00:00,1610147,0,1500,3,USD,Female,Elizabeth Gilliam,Springfield,Massachusetts,United States,North America,The Phone Company Smart phones without camera E100 Pink,The Phone Company,Cell phones,Smart phones & PDAs,65.77,129,387,197.31,189.69
406001,4,10-02-2016 00:00,15-02-2016 00:00,1610147,0,430,3,USD,Female,Elizabeth Gilliam,Springfield,Massachusetts,United States,North America,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Computers,Desktops,137.63,269.95,809.85,412.89,396.96
406001,5,10-02-2016 00:00,15-02-2016 00:00,1610147,0,2099,1,USD,Female,Elizabeth Gilliam,Springfield,Massachusetts,United States,North America,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Home Appliances,Water Heaters,131.28,257.5,257.5,131.28,126.22
406001,6,10-02-2016 00:00,15-02-2016 00:00,1610147,0,450,1,USD,Female,Elizabeth Gilliam,Springfield,Massachusetts,United States,North America,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Computers,Desktops,304.48,919,919,304.48,614.52
406001,7,10-02-2016 00:00,15-02-2016 00:00,1610147,0,452,2,USD,Female,Elizabeth Gilliam,Springfield,Massachusetts,United States,North America,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Computers,Desktops,112.14,219.95,439.9,224.28,215.62
406002,1,10-02-2016 00:00,25-02-2021 00:00,1954639,47,1791,1,USD,Male,Slavomír Lika,East Point,Georgia,United States,North America,MGS Kings & Myths: The Age Collection2009 E147,Tailspin Toys,Games and Toys,Download Games,21.92,43,43,21.92,21.08
406002,2,10-02-2016 00:00,25-02-2021 00:00,1954639,47,64,7,USD,Male,Slavomír Lika,East Point,Georgia,United States,North America,WWI 2GB Spy Video Recorder Pen M300 Silver,Wide World Importers,Audio,Recording Pen,83.24,181,1267,582.68,684.32
406002,3,10-02-2016 00:00,25-02-2021 00:00,1954639,47,1191,1,USD,Male,Slavomír Lika,East Point,Georgia,United States,North America,"Fabrikam Social Videographer 2/3 17mm E100 Orange""",Fabrikam,Cameras and camcorders,Camcorders,81.57,160,160,81.57,78.43
406003,1,10-02-2016 00:00,25-02-2021 00:00,1310201,65,432,10,USD,Male,James Holbrook,Asheville,North Carolina,United States,North America,Adventure Works Desktop PC1.80 ED182 Brown,Adventure Works,Computers,Desktops,254.86,499.9,4999,2548.6,2450.4
406003,2,10-02-2016 00:00,25-02-2021 00:00,1310201,65,100,3,USD,Male,James Holbrook,Asheville,North Carolina,United States,North America,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,Audio,Bluetooth Headphones,55.18,120,360,165.54,194.46
406004,1,10-02-2016 00:00,25-02-2021 00:00,1389462,43,725,1,USD,Male,Gary Quiles,Ann Arbor,Michigan,United States,North America,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,Proseware,Computers,"Printers, Scanners & Fax",87.37,190,190,87.37,102.63
406005,1,10-02-2016 00:00,25-02-2021 00:00,1883820,61,2495,7,USD,Male,Jake Lee,Syracuse,New York,United States,North America,Headphone Adapter for Contoso Phone E130 Black,Contoso,Cell phones,Cell phones Accessories,5.09,9.99,69.93,35.63,34.3
406005,2,10-02-2016 00:00,25-02-2021 00:00,1883820,61,90,3,USD,Male,Jake Lee,Syracuse,New York,United States,North America,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Audio,Bluetooth Headphones,49.69,149.99,449.97,149.07,300.9
406006,1,10-02-2016 00:00,27-02-2021 00:00,761306,29,593,2,EUR,Female,Antonina Davide,Toll,Bolzano,Italy,Europe,Contoso Screen 125in M250 White,Contoso,Computers,Projectors & Screens,152.08,459,918,304.16,613.84
406006,2,10-02-2016 00:00,27-02-2021 00:00,761306,29,62,3,EUR,Female,Antonina Davide,Toll,Bolzano,Italy,Europe,WWI 2GB Spy Video Recorder Pen M300 White,Wide World Importers,Audio,Recording Pen,83.24,181,543,249.72,293.28
406006,3,10-02-2016 00:00,27-02-2021 00:00,761306,29,1584,1,EUR,Female,Antonina Davide,Toll,Bolzano,Italy,Europe,SV DVD 38 DVD Storage Binder E25 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,9.99,5.09,4.9
406006,4,10-02-2016 00:00,27-02-2021 00:00,761306,29,979,7,EUR,Female,Antonina Davide,Toll,Bolzano,Italy,Europe,A. Datum Consumer Digital Camera E100 Pink,A. Datum,Cameras and camcorders,Digital Cameras,143.26,281,1967,1002.82,964.18
406006,5,10-02-2016 00:00,27-02-2021 00:00,761306,29,135,1,EUR,Female,Antonina Davide,Toll,Bolzano,Italy,Europe,"Adventure Works 20 LCD HDTV M120 White""",Adventure Works,TV and Video,Televisions,160.93,349.95,349.95,160.93,189.02
406006,6,10-02-2016 00:00,27-02-2021 00:00,761306,29,1703,2,EUR,Female,Antonina Davide,Toll,Bolzano,Italy,Europe,SV Hand Games for kids E30 Silver,Southridge Video,Games and Toys,Boxed Games,2.75,5.39,10.78,5.5,5.28
406007,1,10-02-2016 00:00,20-02-2016 00:00,1451764,0,1602,2,USD,Male,Richard Lane,Miami Springs,Florida,United States,North America,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,82.77,179.99,359.98,165.54,194.44
406008,1,10-02-2016 00:00,25-02-2021 00:00,1827243,66,430,1,USD,Female,Carolyn Major,Corpus Christi,Texas,United States,North America,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Computers,Desktops,137.63,269.95,269.95,137.63,132.32
406008,2,10-02-2016 00:00,25-02-2021 00:00,1827243,66,435,9,USD,Female,Carolyn Major,Corpus Christi,Texas,United States,North America,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,Computers,Desktops,137.63,269.95,2429.55,1238.67,1190.88
406008,3,10-02-2016 00:00,25-02-2021 00:00,1827243,66,152,4,USD,Female,Carolyn Major,Corpus Christi,Texas,United States,North America,"Adventure Works 40 LCD HDTV M690 Brown""",Adventure Works,TV and Video,Televisions,392.6,1184.97,4739.88,1570.4,3169.48
406008,4,10-02-2016 00:00,25-02-2021 00:00,1827243,66,2421,5,USD,Female,Carolyn Major,Corpus Christi,Texas,United States,North America,Litware 20'' Box Fan E401 White,Litware,Home Appliances,Fans,13.25,25.99,129.95,66.25,63.7
406008,5,10-02-2016 00:00,25-02-2021 00:00,1827243,66,1703,3,USD,Female,Carolyn Major,Corpus Christi,Texas,United States,North America,SV Hand Games for kids E30 Silver,Southridge Video,Games and Toys,Boxed Games,2.75,5.39,16.17,8.25,7.92
406008,6,10-02-2016 00:00,25-02-2021 00:00,1827243,66,72,4,USD,Female,Carolyn Major,Corpus Christi,Texas,United States,North America,NT Wireless Bluetooth Stereo Headphones E102 Blue,Northwind Traders,Audio,Bluetooth Headphones,22.05,47.95,191.8,88.2,103.6
406008,7,10-02-2016 00:00,25-02-2021 00:00,1827243,66,305,4,USD,Female,Carolyn Major,Corpus Christi,Texas,United States,North America,SV Car Video LCD7 M7001 Black,Southridge Video,TV and Video,Car Video,151.3,329,1316,605.2,710.8
406009,1,10-02-2016 00:00,26-02-2021 00:00,332217,8,537,3,CAD,Female,Margaret West,Inverary,Ontario,Canada,North America,WWI LCD17W E200 White,Wide World Importers,Computers,Monitors,65.77,129,387,197.31,189.69
406010,1,10-02-2016 00:00,27-02-2021 00:00,490481,20,1605,3,EUR,Female,Doreen Abend,Egmating,Freistaat Bayern,Germany,Europe,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,869.97,288.24,581.73
406010,2,10-02-2016 00:00,27-02-2021 00:00,490481,20,1593,3,EUR,Female,Doreen Abend,Egmating,Freistaat Bayern,Germany,Europe,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,"Music, Movies and Audio Books",Movie DVD,6.39,13.89,41.67,19.17,22.5
406010,3,10-02-2016 00:00,27-02-2021 00:00,490481,20,2436,2,EUR,Female,Doreen Abend,Egmating,Freistaat Bayern,Germany,Europe,"Litware 14 High Velocity Floor Fan E801 White""",Litware,Home Appliances,Fans,22.94,44.99,89.98,45.88,44.1
406010,4,10-02-2016 00:00,27-02-2021 00:00,490481,20,2168,1,EUR,Female,Doreen Abend,Egmating,Freistaat Bayern,Germany,Europe,Fabrikam Coffee Maker 5C E090 Black,Fabrikam,Home Appliances,Coffee Machines,75.96,149,149,75.96,73.04
407000,1,11-02-2016 00:00,27-02-2021 00:00,526411,19,1369,3,EUR,Male,Lukas Krueger,Schwebheim,Freistaat Bayern,Germany,Europe,Contoso Expandable 4-Handset Cordless Phone System M206 White,Contoso,Cell phones,Home & Office Phones,20.15,43.81,131.43,60.45,70.98
407000,2,11-02-2016 00:00,27-02-2021 00:00,526411,19,150,3,EUR,Male,Lukas Krueger,Schwebheim,Freistaat Bayern,Germany,Europe,"Adventure Works 40 LCD HDTV M690 Black""",Adventure Works,TV and Video,Televisions,392.6,1184.97,3554.91,1177.8,2377.11
407001,1,11-02-2016 00:00,24-02-2021 00:00,993480,37,1008,3,GBP,Female,Tegan Hancock,ULCAT ROW,Eden,United Kingdom,Europe,A. Datum Consumer Digital Camera M300 Orange,A. Datum,Cameras and camcorders,Digital Cameras,84.84,184.5,553.5,254.52,298.98
407001,2,11-02-2016 00:00,24-02-2021 00:00,993480,37,1606,1,GBP,Female,Tegan Hancock,ULCAT ROW,Eden,United Kingdom,Europe,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,73.57,159.99,159.99,73.57,86.42
407001,3,11-02-2016 00:00,24-02-2021 00:00,993480,37,1446,7,GBP,Female,Tegan Hancock,ULCAT ROW,Eden,United Kingdom,Europe,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,The Phone Company,Cell phones,Touch Screen Phones,132.9,289,2023,930.3,1092.7
407002,1,11-02-2016 00:00,16-02-2016 00:00,1342915,0,1092,8,USD,Female,Maryann Edmonds,Southfield,Michigan,United States,North America,Contoso SLR Camera X144 Gold,Contoso,Cameras and camcorders,Digital SLR Cameras,222.98,673,5384,1783.84,3600.16
407003,1,11-02-2016 00:00,24-02-2021 00:00,960606,38,1743,1,GBP,Female,Sienna Freeman,SALTBY,Melton,United Kingdom,Europe,MGS Combat Flight Simulator 3 E119,Tailspin Toys,Games and Toys,Download Games,14.28,28,28,14.28,13.72
407003,2,11-02-2016 00:00,24-02-2021 00:00,960606,38,2033,1,GBP,Female,Sienna Freeman,SALTBY,Melton,United Kingdom,Europe,Litware Microwave 1.6CuFt M125 Grey,Litware,Home Appliances,Microwaves,82.77,179.99,179.99,82.77,97.22
407003,3,11-02-2016 00:00,24-02-2021 00:00,960606,38,114,1,GBP,Female,Sienna Freeman,SALTBY,Melton,United Kingdom,Europe,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,Wide World Importers,Audio,Bluetooth Headphones,82.83,249.99,249.99,82.83,167.16
407004,1,11-02-2016 00:00,26-02-2021 00:00,307767,10,1674,2,CAD,Female,Crissy McCollum,Beeton,Ontario,Canada,North America,MGS Hand Games for students E400 Red,Tailspin Toys,Games and Toys,Boxed Games,3.56,6.99,13.98,7.12,6.86
407004,2,11-02-2016 00:00,26-02-2021 00:00,307767,10,1361,5,CAD,Female,Crissy McCollum,Beeton,Ontario,Canada,North America,Contoso Behind Centrex X15 White,Contoso,Cell phones,Home & Office Phones,16.56,49.99,249.95,82.8,167.15
407004,3,11-02-2016 00:00,26-02-2021 00:00,307767,10,1667,1,CAD,Female,Crissy McCollum,Beeton,Ontario,Canada,North America,MGS Hand Games for kids E300 Black,Tailspin Toys,Games and Toys,Boxed Games,2.8,5.5,5.5,2.8,2.7
407005,1,11-02-2016 00:00,25-02-2021 00:00,2043928,59,597,2,USD,Female,Poppy Rotton,Beaverton,Oregon,United States,North America,Contoso Screen 85in E085 White,Contoso,Computers,Projectors & Screens,70.87,139,278,141.74,136.26
407005,2,11-02-2016 00:00,25-02-2021 00:00,2043928,59,2501,2,USD,Female,Poppy Rotton,Beaverton,Oregon,United States,North America,Contoso Phone Tough Skin Case E140 Pink,Contoso,Cell phones,Cell phones Accessories,12.09,23.72,47.44,24.18,23.26
407005,3,11-02-2016 00:00,25-02-2021 00:00,2043928,59,523,1,USD,Female,Poppy Rotton,Beaverton,Oregon,United States,North America,WWI LCD19 E107 Black,Wide World Importers,Computers,Monitors,70.87,139,139,70.87,68.13
407005,4,11-02-2016 00:00,25-02-2021 00:00,2043928,59,327,3,USD,Female,Poppy Rotton,Beaverton,Oregon,United States,North America,SV Car Video TFT6.2W E6280 Brown,Southridge Video,TV and Video,Car Video,142.24,279,837,426.72,410.28
407005,5,11-02-2016 00:00,25-02-2021 00:00,2043928,59,81,6,USD,Female,Poppy Rotton,Beaverton,Oregon,United States,North America,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Audio,Bluetooth Headphones,18.65,40.55,243.3,111.9,131.4
407006,1,11-02-2016 00:00,27-02-2021 00:00,516663,27,1018,4,EUR,Male,Ulrich Lehmann,Reutlingen Burgholz,Baden-Württemberg,Germany,Europe,A. Datum All in One Digital Camera M200 Green,A. Datum,Cameras and camcorders,Digital Cameras,86.45,188,752,345.8,406.2
407006,2,11-02-2016 00:00,27-02-2021 00:00,516663,27,957,1,EUR,Male,Ulrich Lehmann,Reutlingen Burgholz,Baden-Württemberg,Germany,Europe,A. Datum Full Frame Digital Camera X300 Black,A. Datum,Cameras and camcorders,Digital Cameras,76.53,231,231,76.53,154.47
407007,1,11-02-2016 00:00,26-02-2021 00:00,224111,10,151,1,CAD,Female,Irene Cardoza,Montreal,Quebec,Canada,North America,"Adventure Works 40 LCD HDTV M690 White""",Adventure Works,TV and Video,Televisions,392.6,1184.97,1184.97,392.6,792.37
407007,2,11-02-2016 00:00,26-02-2021 00:00,224111,10,1845,3,CAD,Female,Irene Cardoza,Montreal,Quebec,Canada,North America,Litware Washer & Dryer 21in E214 Green,Litware,Home Appliances,Washers & Dryers,815.22,1599,4797,2445.66,2351.34
407007,3,11-02-2016 00:00,26-02-2021 00:00,224111,10,1675,1,CAD,Female,Irene Cardoza,Montreal,Quebec,Canada,North America,MGS Hand Games men M300 Red,Tailspin Toys,Games and Toys,Boxed Games,3.17,6.89,6.89,3.17,3.72
407007,4,11-02-2016 00:00,26-02-2021 00:00,224111,10,1578,1,CAD,Female,Irene Cardoza,Montreal,Quebec,Canada,North America,SV DVD Recorder L210 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,72.56,219,219,72.56,146.44
407009,1,11-02-2016 00:00,26-02-2021 00:00,367131,9,1863,6,CAD,Female,Heather Henderson,Belleville,Ontario,Canada,North America,NT Washer & Dryer 25.5in M2550 Green,Northwind Traders,Home Appliances,Washers & Dryers,915.08,1989.9,11939.4,5490.48,6448.92
407009,2,11-02-2016 00:00,26-02-2021 00:00,367131,9,385,1,CAD,Female,Heather Henderson,Belleville,Ontario,Canada,North America,Adventure Works Laptop8.9 E0890 Red,Adventure Works,Computers,Laptops,166.2,326,326,166.2,159.8
407010,1,11-02-2016 00:00,14-02-2016 00:00,1380756,0,1580,1,USD,Male,Owen Miller,Grand Rapids,Michigan,United States,North America,SV DVD Recorder L230 Grey,Southridge Video,"Music, Movies and Audio Books",Movie DVD,72.56,219,219,72.56,146.44
407010,2,11-02-2016 00:00,14-02-2016 00:00,1380756,0,2083,6,USD,Male,Owen Miller,Grand Rapids,Michigan,United States,North America,Contoso Microwave 0.9CuFt E0090 Black,Contoso,Home Appliances,Microwaves,50.98,99.99,599.94,305.88,294.06
407010,3,11-02-2016 00:00,14-02-2016 00:00,1380756,0,1693,2,USD,Male,Owen Miller,Grand Rapids,Michigan,United States,North America,SV Hand Games men M30 Black,Southridge Video,Games and Toys,Boxed Games,3.16,6.88,13.76,6.32,7.44
407011,1,11-02-2016 00:00,25-02-2021 00:00,1983649,50,596,1,USD,Female,Susan Kinnear,York,Pennsylvania,United States,North America,Contoso Screen 100in E010 White,Contoso,Computers,Projectors & Screens,62.95,190,190,62.95,127.05
407011,2,11-02-2016 00:00,25-02-2021 00:00,1983649,50,446,2,USD,Female,Susan Kinnear,York,Pennsylvania,United States,North America,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Computers,Desktops,112.14,219.95,439.9,224.28,215.62
407011,3,11-02-2016 00:00,25-02-2021 00:00,1983649,50,146,1,USD,Female,Susan Kinnear,York,Pennsylvania,United States,North America,"Adventure Works 52 LCD HDTV X590 Black""",Adventure Works,TV and Video,Televisions,960.82,2899.99,2899.99,960.82,1939.17
407011,4,11-02-2016 00:00,25-02-2021 00:00,1983649,50,774,2,USD,Female,Susan Kinnear,York,Pennsylvania,United States,North America,Contoso USB Optical Mouse E200 Blue,Contoso,Computers,Computers Accessories,7.9,15.5,31,15.8,15.2
408001,1,12-02-2016 00:00,26-02-2021 00:00,322186,9,1252,5,CAD,Male,James Gutierrez,Lutselk'e,Northwest Territories,Canada,North America,Contoso Travel Charger for S-Series Battery E302 White,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,30.58,59.99,299.95,152.9,147.05
408001,2,12-02-2016 00:00,26-02-2021 00:00,322186,9,1703,4,CAD,Male,James Gutierrez,Lutselk'e,Northwest Territories,Canada,North America,SV Hand Games for kids E30 Silver,Southridge Video,Games and Toys,Boxed Games,2.75,5.39,21.56,11,10.56
408001,3,12-02-2016 00:00,26-02-2021 00:00,322186,9,1093,6,CAD,Male,James Gutierrez,Lutselk'e,Northwest Territories,Canada,North America,"Contoso SLR Camera 35 X358 Gold""",Contoso,Cameras and camcorders,Digital SLR Cameras,188.19,568,3408,1129.14,2278.86
408001,4,12-02-2016 00:00,26-02-2021 00:00,322186,9,1655,5,CAD,Male,James Gutierrez,Lutselk'e,Northwest Territories,Canada,North America,Contoso DVD 15-Inch Player Portable L200 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,1449.95,480.4,969.55
408002,1,12-02-2016 00:00,25-02-2021 00:00,1297155,43,1279,3,USD,Female,Linda Simon,Baldwin Park,California,United States,North America,Contoso General Soft Carrying Case E318 Black,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,7.64,14.99,44.97,22.92,22.05
408003,1,12-02-2016 00:00,25-02-2021 00:00,1716565,61,1584,7,USD,Male,Philip Pena,Barron,Wisconsin,United States,North America,SV DVD 38 DVD Storage Binder E25 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,69.93,35.63,34.3
408003,2,12-02-2016 00:00,25-02-2021 00:00,1716565,61,95,1,USD,Male,Philip Pena,Barron,Wisconsin,United States,North America,WWI Stereo Bluetooth Headphones E1000 Silver,Wide World Importers,Audio,Bluetooth Headphones,34.36,67.4,67.4,34.36,33.04
408003,3,12-02-2016 00:00,25-02-2021 00:00,1716565,61,1063,10,USD,Male,Philip Pena,Barron,Wisconsin,United States,North America,"A. Datum SLR Camera 35 M358 Gold""",A. Datum,Cameras and camcorders,Digital SLR Cameras,155.43,338,3380,1554.3,1825.7
408003,4,12-02-2016 00:00,25-02-2021 00:00,1716565,61,1905,3,USD,Male,Philip Pena,Barron,Wisconsin,United States,North America,Fabrikam Refrigerator 9.7CuFt M5600 Brown,Fabrikam,Home Appliances,Refrigerators,226.71,493,1479,680.13,798.87
408004,1,12-02-2016 00:00,27-02-2021 00:00,784296,29,1679,2,EUR,Male,Isacco Endrizzi,Roma,Roma,Italy,Europe,MGS Hand Games for kids E300 Silver,Tailspin Toys,Games and Toys,Boxed Games,2.8,5.5,11,5.6,5.4
408005,1,12-02-2016 00:00,25-02-2021 00:00,1788888,57,449,6,USD,Male,Michael Grogan,Harvester,Missouri,United States,North America,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Computers,Desktops,160.49,349,2094,962.94,1131.06
408005,2,12-02-2016 00:00,25-02-2021 00:00,1788888,57,1843,1,USD,Male,Michael Grogan,Harvester,Missouri,United States,North America,Litware Washer & Dryer 25.5in M350 Green,Litware,Home Appliances,Washers & Dryers,914.67,1989,1989,914.67,1074.33
408005,3,12-02-2016 00:00,25-02-2021 00:00,1788888,57,1699,1,USD,Male,Michael Grogan,Harvester,Missouri,United States,North America,SV Hand Games men M30 Red,Southridge Video,Games and Toys,Boxed Games,3.16,6.88,6.88,3.16,3.72
408005,4,12-02-2016 00:00,25-02-2021 00:00,1788888,57,2057,1,USD,Male,Michael Grogan,Harvester,Missouri,United States,North America,Contoso Microwave 1.6CuFt M0125 White,Contoso,Home Appliances,Microwaves,82.77,179.99,179.99,82.77,97.22
408005,5,12-02-2016 00:00,25-02-2021 00:00,1788888,57,1648,1,USD,Male,Michael Grogan,Harvester,Missouri,United States,North America,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,109.99,56.08,53.91
408006,1,12-02-2016 00:00,25-02-2021 00:00,1551319,61,157,3,USD,Male,Christopher Whitmire,Moorestown,New Jersey,United States,North America,"Adventure Works 37 1080p LCD HDTV M150W Silver""",Adventure Works,TV and Video,Televisions,505.85,1099.99,3299.97,1517.55,1782.42
